CountryCd	Year	CountryName	FieldEducation	Graduates	YoungAdults
CHE	1998	Switzerland	Computing (ISC 48)	308	2117675
CHE	1998	Switzerland	Transport services (ISC 84)	0	2117675
CHE	1998	Switzerland	Mathematics and statistics (ISC 46)	234	2117675
CHE	1998	Switzerland	Law (ISC 38)	2024	2117675
CHE	1999	Switzerland	Environmental protection (ISC 85)	167	2100640
CHE	1999	Switzerland	Agriculture	370	2100640
CHE	1999	Switzerland	Architecture and building (ISC 58)	1277	2100640
CHE	1999	Switzerland	Transport services (ISC 84)	29	2100640
CHE	1999	Switzerland	Education (ISC 14)	2187	2100640
CHE	1999	Switzerland	Health and welfare	3292	2100640
CHE	1999	Switzerland	Engineering and engineering trades (ISC 52)	2671	2100640
CHE	1999	Switzerland	Computing (ISC 48)	1317	2100640
CHE	1999	Switzerland	Journalism and information (ISC 32)	97	2100640
CHE	1999	Switzerland	Engineering, manufacturing and construction	4054	2100640
CHE	1999	Switzerland	Humanities and Arts	3248	2100640
CHE	1999	Switzerland	Social and behavioural science (ISC 31)	1447	2100640
CHE	1999	Switzerland	Business and administration (ISC 34)	3986	2100640
CHE	1999	Switzerland	Life sciences (ISC 42)	965	2100640
CHE	1999	Switzerland	Mathematics and statistics (ISC 46)	280	2100640
CHE	1999	Switzerland	Law (ISC 38)	2320	2100640
CHE	2000	Switzerland	Transport services (ISC 84)	0	2087503
CHE	2000	Switzerland	Computing (ISC 48)	1553	2087503
CHE	2000	Switzerland	Agriculture	378	2087503
CHE	2000	Switzerland	Architecture and building (ISC 58)	1318	2087503
CHE	2000	Switzerland	Health and welfare	3058	2087503
CHE	2000	Switzerland	Humanities and Arts	3164	2087503
CHE	2000	Switzerland	Journalism and information (ISC 32)	70	2087503
CHE	2000	Switzerland	Environmental protection (ISC 85)	372	2087503
CHE	2000	Switzerland	Education (ISC 14)	2635	2087503
CHE	2000	Switzerland	Engineering, manufacturing and construction	4189	2087503
CHE	2000	Switzerland	Mathematics and statistics (ISC 46)	281	2087503
CHE	2000	Switzerland	Engineering and engineering trades (ISC 52)	2734	2087503
CHE	2000	Switzerland	Life sciences (ISC 42)	892	2087503
CHE	2000	Switzerland	Law (ISC 38)	2197	2087503
CHE	2000	Switzerland	Social and behavioural science (ISC 31)	1493	2087503
CHE	2000	Switzerland	Business and administration (ISC 34)	4538	2087503
CHE	2001	Switzerland	Agriculture	376	2092001
CHE	2001	Switzerland	Transport services (ISC 84)	0	2092001
CHE	2001	Switzerland	Engineering, manufacturing and construction	3727	2092001
CHE	2001	Switzerland	Architecture and building (ISC 58)	1036	2092001
CHE	2001	Switzerland	Environmental protection (ISC 85)	313	2092001
CHE	2001	Switzerland	Computing (ISC 48)	1723	2092001
CHE	2001	Switzerland	Education (ISC 14)	3149	2092001
CHE	2001	Switzerland	Mathematics and statistics (ISC 46)	268	2092001
CHE	2001	Switzerland	Engineering and engineering trades (ISC 52)	2585	2092001
CHE	2001	Switzerland	Health and welfare	3098	2092001
CHE	2001	Switzerland	Business and administration (ISC 34)	4355	2092001
CHE	2001	Switzerland	Life sciences (ISC 42)	926	2092001
CHE	2001	Switzerland	Humanities and Arts	3322	2092001
CHE	2001	Switzerland	Journalism and information (ISC 32)	80	2092001
CHE	2001	Switzerland	Social and behavioural science (ISC 31)	1567	2092001
CHE	2001	Switzerland	Law (ISC 38)	2148	2092001
CHE	2003	Switzerland	Computing (ISC 48)	1588	2080202
CHE	2003	Switzerland	Mathematics and statistics (ISC 46)	196	2080202
CHE	2003	Switzerland	Transport services (ISC 84)	0	2080202
CHE	2003	Switzerland	Agriculture	397	2080202
CHE	2003	Switzerland	Environmental protection (ISC 85)	339	2080202
CHE	2003	Switzerland	Engineering, manufacturing and construction	3603	2080202
CHE	2003	Switzerland	Health and welfare	2965	2080202
CHE	2003	Switzerland	Education (ISC 14)	3074	2080202
CHE	2003	Switzerland	Law (ISC 38)	2351	2080202
CHE	2003	Switzerland	Humanities and Arts	3294	2080202
CHE	2003	Switzerland	Life sciences (ISC 42)	955	2080202
CHE	2003	Switzerland	Business and administration (ISC 34)	5372	2080202
CHE	2003	Switzerland	Architecture and building (ISC 58)	1073	2080202
CHE	2003	Switzerland	Journalism and information (ISC 32)	191	2080202
CHE	2003	Switzerland	Social and behavioural science (ISC 31)	1759	2080202
CHE	2003	Switzerland	Engineering and engineering trades (ISC 52)	2473	2080202
CHE	2004	Switzerland	Transport services (ISC 84)	0	2064803
CHE	2004	Switzerland	Health and welfare	2854	2064803
CHE	2004	Switzerland	Environmental protection (ISC 85)	342	2064803
CHE	2004	Switzerland	Law (ISC 38)	2561	2064803
CHE	2004	Switzerland	Computing (ISC 48)	957	2064803
CHE	2004	Switzerland	Engineering, manufacturing and construction	3722	2064803
CHE	2004	Switzerland	Life sciences (ISC 42)	1168	2064803
CHE	2004	Switzerland	Architecture and building (ISC 58)	1100	2064803
CHE	2004	Switzerland	Education (ISC 14)	2362	2064803
CHE	2004	Switzerland	Journalism and information (ISC 32)	465	2064803
CHE	2004	Switzerland	Agriculture	460	2064803
CHE	2004	Switzerland	Business and administration (ISC 34)	6554	2064803
CHE	2004	Switzerland	Engineering and engineering trades (ISC 52)	2544	2064803
CHE	2004	Switzerland	Mathematics and statistics (ISC 46)	256	2064803
CHE	2004	Switzerland	Social and behavioural science (ISC 31)	2001	2064803
CHE	2004	Switzerland	Humanities and Arts	3570	2064803
CHE	2005	Switzerland	Computing (ISC 48)	1048	2047308
CHE	2005	Switzerland	Health and welfare	2576	2047308
CHE	2005	Switzerland	Environmental protection (ISC 85)	289	2047308
CHE	2005	Switzerland	Transport services (ISC 84)	0	2047308
CHE	2005	Switzerland	Agriculture	426	2047308
CHE	2005	Switzerland	Social and behavioural science (ISC 31)	2260	2047308
CHE	2005	Switzerland	Life sciences (ISC 42)	1359	2047308
CHE	2005	Switzerland	Law (ISC 38)	3107	2047308
CHE	2005	Switzerland	Architecture and building (ISC 58)	1179	2047308
CHE	2005	Switzerland	Engineering, manufacturing and construction	4394	2047308
CHE	2005	Switzerland	Mathematics and statistics (ISC 46)	293	2047308
CHE	2005	Switzerland	Journalism and information (ISC 32)	560	2047308
CHE	2005	Switzerland	Business and administration (ISC 34)	7084	2047308
CHE	2005	Switzerland	Education (ISC 14)	3097	2047308
CHE	2005	Switzerland	Engineering and engineering trades (ISC 52)	3155	2047308
CHE	2005	Switzerland	Humanities and Arts	3425	2047308
CHE	2006	Switzerland	Health and welfare	3562	2031186
CHE	2006	Switzerland	Life sciences (ISC 42)	1440	2031186
CHE	2006	Switzerland	Architecture and building (ISC 58)	1240	2031186
CHE	2006	Switzerland	Agriculture	423	2031186
CHE	2006	Switzerland	Environmental protection (ISC 85)	411	2031186
CHE	2006	Switzerland	Journalism and information (ISC 32)	614	2031186
CHE	2006	Switzerland	Computing (ISC 48)	1131	2031186
CHE	2006	Switzerland	Humanities and Arts	3665	2031186
CHE	2006	Switzerland	Law (ISC 38)	3570	2031186
CHE	2006	Switzerland	Business and administration (ISC 34)	6922	2031186
CHE	2006	Switzerland	Transport services (ISC 84)	0	2031186
CHE	2006	Switzerland	Engineering, manufacturing and construction	4778	2031186
CHE	2006	Switzerland	Mathematics and statistics (ISC 46)	339	2031186
CHE	2006	Switzerland	Social and behavioural science (ISC 31)	3213	2031186
CHE	2006	Switzerland	Engineering and engineering trades (ISC 52)	3467	2031186
CHE	2006	Switzerland	Education (ISC 14)	4906	2031186
CHE	2007	Switzerland	Engineering, manufacturing and construction	5387	2030058
CHE	2007	Switzerland	Computing (ISC 48)	1181	2030058
CHE	2007	Switzerland	Engineering and engineering trades (ISC 52)	3836	2030058
CHE	2007	Switzerland	Law (ISC 38)	3679	2030058
CHE	2007	Switzerland	Environmental protection (ISC 85)	544	2030058
CHE	2007	Switzerland	Life sciences (ISC 42)	1670	2030058
CHE	2007	Switzerland	Transport services (ISC 84)	0	2030058
CHE	2007	Switzerland	Social and behavioural science (ISC 31)	3540	2030058
CHE	2007	Switzerland	Health and welfare	3909	2030058
CHE	2007	Switzerland	Architecture and building (ISC 58)	1441	2030058
CHE	2007	Switzerland	Journalism and information (ISC 32)	727	2030058
CHE	2007	Switzerland	Humanities and Arts	4622	2030058
CHE	2007	Switzerland	Business and administration (ISC 34)	7300	2030058
CHE	2007	Switzerland	Agriculture	427	2030058
CHE	2007	Switzerland	Mathematics and statistics (ISC 46)	403	2030058
CHE	2007	Switzerland	Education (ISC 14)	4949	2030058
CHE	2008	Switzerland	Engineering, manufacturing and construction	5070	2048680
CHE	2008	Switzerland	Law (ISC 38)	3964	2048680
CHE	2008	Switzerland	Health and welfare	4587	2048680
CHE	2008	Switzerland	Architecture and building (ISC 58)	1587	2048680
CHE	2008	Switzerland	Life sciences (ISC 42)	1742	2048680
CHE	2008	Switzerland	Mathematics and statistics (ISC 46)	380	2048680
CHE	2008	Switzerland	Computing (ISC 48)	1215	2048680
CHE	2008	Switzerland	Transport services (ISC 84)	0	2048680
CHE	2008	Switzerland	Agriculture	441	2048680
CHE	2008	Switzerland	Environmental protection (ISC 85)	612	2048680
CHE	2008	Switzerland	Engineering and engineering trades (ISC 52)	3411	2048680
CHE	2008	Switzerland	Journalism and information (ISC 32)	767	2048680
CHE	2008	Switzerland	Social and behavioural science (ISC 31)	4070	2048680
CHE	2008	Switzerland	Business and administration (ISC 34)	7369	2048680
CHE	2008	Switzerland	Humanities and Arts	5834	2048680
CHE	2008	Switzerland	Education (ISC 14)	5425	2048680
CHE	2009	Switzerland	Mathematics and statistics (ISC 46)	443	2052522
CHE	2009	Switzerland	Journalism and information (ISC 32)	797	2052522
CHE	2009	Switzerland	Law (ISC 38)	3976	2052522
CHE	2009	Switzerland	Life sciences (ISC 42)	1736	2052522
CHE	2009	Switzerland	Business and administration (ISC 34)	7778	2052522
CHE	2009	Switzerland	Architecture and building (ISC 58)	1717	2052522
CHE	2009	Switzerland	Health and welfare	5555	2052522
CHE	2009	Switzerland	Agriculture	375	2052522
CHE	2009	Switzerland	Engineering and engineering trades (ISC 52)	3640	2052522
CHE	2009	Switzerland	Computing (ISC 48)	1051	2052522
CHE	2009	Switzerland	Social and behavioural science (ISC 31)	3879	2052522
CHE	2009	Switzerland	Education (ISC 14)	5045	2052522
CHE	2009	Switzerland	Transport services (ISC 84)	0	2052522
CHE	2009	Switzerland	Humanities and Arts	5747	2052522
CHE	2009	Switzerland	Engineering, manufacturing and construction	5471	2052522
CHE	2009	Switzerland	Environmental protection (ISC 85)	581	2052522
CHE	2010	Switzerland	Social and behavioural science (ISC 31)	4056	2074122.5
CHE	2010	Switzerland	Business and administration (ISC 34)	8904	2074122.5
CHE	2010	Switzerland	Journalism and information (ISC 32)	757	2074122.5
CHE	2010	Switzerland	Mathematics and statistics (ISC 46)	399	2074122.5
CHE	2010	Switzerland	Computing (ISC 48)	964	2074122.5
CHE	2010	Switzerland	Engineering and engineering trades (ISC 52)	3623	2074122.5
CHE	2010	Switzerland	Engineering, manufacturing and construction	5462	2074122.5
CHE	2010	Switzerland	Health and welfare	6422	2074122.5
CHE	2010	Switzerland	Humanities and Arts	6164	2074122.5
CHE	2010	Switzerland	Life sciences (ISC 42)	1643	2074122.5
CHE	2010	Switzerland	Architecture and building (ISC 58)	1745	2074122.5
CHE	2010	Switzerland	Law (ISC 38)	4478	2074122.5
CHE	2010	Switzerland	Transport services (ISC 84)	0	2074122.5
CHE	2010	Switzerland	Environmental protection (ISC 85)	722	2074122.5
CHE	2010	Switzerland	Agriculture	528	2074122.5
CHE	2010	Switzerland	Education (ISC 14)	5666	2074122.5
CHE	2011	Switzerland	Business and administration (ISC 34)	8942	2110087
CHE	2011	Switzerland	Social and behavioural science (ISC 31)	4429	2110087
CHE	2011	Switzerland	Mathematics and statistics (ISC 46)	446	2110087
CHE	2011	Switzerland	Journalism and information (ISC 32)	844	2110087
CHE	2011	Switzerland	Humanities and Arts	6288	2110087
CHE	2011	Switzerland	Education (ISC 14)	6019	2110087
CHE	2011	Switzerland	Health and welfare	6165	2110087
CHE	2011	Switzerland	Computing (ISC 48)	961	2110087
CHE	2011	Switzerland	Engineering and engineering trades (ISC 52)	3897	2110087
CHE	2011	Switzerland	Architecture and building (ISC 58)	1873	2110087
CHE	2011	Switzerland	Law (ISC 38)	4517	2110087
CHE	2011	Switzerland	Life sciences (ISC 42)	1830	2110087
CHE	2011	Switzerland	Engineering, manufacturing and construction	5892	2110087
CHE	2011	Switzerland	Agriculture	492	2110087
CHE	2011	Switzerland	Transport services (ISC 84)	0	2110087
CHE	2011	Switzerland	Environmental protection (ISC 85)	686	2110087
CZE	1998	Czech Republic	Humanities and Arts	1689	3006827
CZE	1998	Czech Republic	Engineering, manufacturing and construction	4953	3006827
CZE	1998	Czech Republic	Transport services (ISC 84)	251	3006827
CZE	1998	Czech Republic	Engineering and engineering trades (ISC 52)	2840	3006827
CZE	1998	Czech Republic	Architecture and building (ISC 58)	1424	3006827
CZE	1998	Czech Republic	Journalism and information (ISC 32)	138	3006827
CZE	1998	Czech Republic	Education (ISC 14)	3913	3006827
CZE	1998	Czech Republic	Computing (ISC 48)	569	3006827
CZE	1998	Czech Republic	Health and welfare	1880	3006827
CZE	1998	Czech Republic	Social and behavioural science (ISC 31)	701	3006827
CZE	1998	Czech Republic	Business and administration (ISC 34)	4774	3006827
CZE	1998	Czech Republic	Law (ISC 38)	1159	3006827
CZE	1998	Czech Republic	Mathematics and statistics (ISC 46)	97	3006827
CZE	1998	Czech Republic	Agriculture	1259	3006827
CZE	1998	Czech Republic	Life sciences (ISC 42)	256	3006827
CZE	1998	Czech Republic	Environmental protection (ISC 85)	181	3006827
CZE	1999	Czech Republic	Humanities and Arts	1580	3049697
CZE	1999	Czech Republic	Law (ISC 38)	1256	3049697
CZE	1999	Czech Republic	Social and behavioural science (ISC 31)	2604	3049697
CZE	1999	Czech Republic	Computing (ISC 48)	655	3049697
CZE	1999	Czech Republic	Environmental protection (ISC 85)	11	3049697
CZE	1999	Czech Republic	Mathematics and statistics (ISC 46)	203	3049697
CZE	1999	Czech Republic	Engineering, manufacturing and construction	4915	3049697
CZE	1999	Czech Republic	Business and administration (ISC 34)	4278	3049697
CZE	1999	Czech Republic	Engineering and engineering trades (ISC 52)	3157	3049697
CZE	1999	Czech Republic	Agriculture	1089	3049697
CZE	1999	Czech Republic	Journalism and information (ISC 32)	128	3049697
CZE	1999	Czech Republic	Transport services (ISC 84)	293	3049697
CZE	1999	Czech Republic	Education (ISC 14)	3581	3049697
CZE	1999	Czech Republic	Life sciences (ISC 42)	498	3049697
CZE	1999	Czech Republic	Health and welfare	2377	3049697
CZE	1999	Czech Republic	Architecture and building (ISC 58)	1396	3049697
CZE	2000	Czech Republic	Engineering, manufacturing and construction	4643	3086459
CZE	2000	Czech Republic	Computing (ISC 48)	2189	3086459
CZE	2000	Czech Republic	Mathematics and statistics (ISC 46)	302	3086459
CZE	2000	Czech Republic	Humanities and Arts	2110	3086459
CZE	2000	Czech Republic	Business and administration (ISC 34)	4163	3086459
CZE	2000	Czech Republic	Education (ISC 14)	3904	3086459
CZE	2000	Czech Republic	Environmental protection (ISC 85)	24	3086459
CZE	2000	Czech Republic	Journalism and information (ISC 32)	209	3086459
CZE	2000	Czech Republic	Law (ISC 38)	1741	3086459
CZE	2000	Czech Republic	Social and behavioural science (ISC 31)	3728	3086459
CZE	2000	Czech Republic	Transport services (ISC 84)	281	3086459
CZE	2000	Czech Republic	Health and welfare	3730	3086459
CZE	2000	Czech Republic	Engineering and engineering trades (ISC 52)	2652	3086459
CZE	2000	Czech Republic	Agriculture	1147	3086459
CZE	2000	Czech Republic	Life sciences (ISC 42)	658	3086459
CZE	2000	Czech Republic	Architecture and building (ISC 58)	1368	3086459
CZE	2001	Czech Republic	Education (ISC 14)	5962	3088079
CZE	2001	Czech Republic	Humanities and Arts	2527	3088079
CZE	2001	Czech Republic	Engineering, manufacturing and construction	4478	3088079
CZE	2001	Czech Republic	Business and administration (ISC 34)	4241	3088079
CZE	2001	Czech Republic	Computing (ISC 48)	2561	3088079
CZE	2001	Czech Republic	Environmental protection (ISC 85)	43	3088079
CZE	2001	Czech Republic	Journalism and information (ISC 32)	201	3088079
CZE	2001	Czech Republic	Transport services (ISC 84)	304	3088079
CZE	2001	Czech Republic	Mathematics and statistics (ISC 46)	283	3088079
CZE	2001	Czech Republic	Agriculture	1284	3088079
CZE	2001	Czech Republic	Architecture and building (ISC 58)	1394	3088079
CZE	2001	Czech Republic	Health and welfare	3701	3088079
CZE	2001	Czech Republic	Life sciences (ISC 42)	602	3088079
CZE	2001	Czech Republic	Social and behavioural science (ISC 31)	3566	3088079
CZE	2001	Czech Republic	Engineering and engineering trades (ISC 52)	2452	3088079
CZE	2001	Czech Republic	Law (ISC 38)	1795	3088079
CZE	2002	Czech Republic	Education (ISC 14)	6586	3095723
CZE	2002	Czech Republic	Life sciences (ISC 42)	716	3095723
CZE	2002	Czech Republic	Environmental protection (ISC 85)	34	3095723
CZE	2002	Czech Republic	Computing (ISC 48)	2679	3095723
CZE	2002	Czech Republic	Architecture and building (ISC 58)	1536	3095723
CZE	2002	Czech Republic	Journalism and information (ISC 32)	243	3095723
CZE	2002	Czech Republic	Mathematics and statistics (ISC 46)	361	3095723
CZE	2002	Czech Republic	Social and behavioural science (ISC 31)	3740	3095723
CZE	2002	Czech Republic	Engineering and engineering trades (ISC 52)	2497	3095723
CZE	2002	Czech Republic	Health and welfare	3594	3095723
CZE	2002	Czech Republic	Law (ISC 38)	1972	3095723
CZE	2002	Czech Republic	Transport services (ISC 84)	363	3095723
CZE	2002	Czech Republic	Engineering, manufacturing and construction	4754	3095723
CZE	2002	Czech Republic	Agriculture	1302	3095723
CZE	2002	Czech Republic	Humanities and Arts	2964	3095723
CZE	2002	Czech Republic	Business and administration (ISC 34)	4398	3095723
CZE	2003	Czech Republic	Journalism and information (ISC 32)	342	3104232
CZE	2003	Czech Republic	Computing (ISC 48)	1127	3104232
CZE	2003	Czech Republic	Life sciences (ISC 42)	763	3104232
CZE	2003	Czech Republic	Mathematics and statistics (ISC 46)	324	3104232
CZE	2003	Czech Republic	Education (ISC 14)	6956	3104232
CZE	2003	Czech Republic	Environmental protection (ISC 85)	27	3104232
CZE	2003	Czech Republic	Social and behavioural science (ISC 31)	3441	3104232
CZE	2003	Czech Republic	Engineering and engineering trades (ISC 52)	4481	3104232
CZE	2003	Czech Republic	Transport services (ISC 84)	351	3104232
CZE	2003	Czech Republic	Humanities and Arts	3156	3104232
CZE	2003	Czech Republic	Architecture and building (ISC 58)	1657	3104232
CZE	2003	Czech Republic	Law (ISC 38)	2241	3104232
CZE	2003	Czech Republic	Business and administration (ISC 34)	4476	3104232
CZE	2003	Czech Republic	Engineering, manufacturing and construction	6900	3104232
CZE	2003	Czech Republic	Agriculture	1473	3104232
CZE	2003	Czech Republic	Health and welfare	4177	3104232
CZE	2004	Czech Republic	Mathematics and statistics (ISC 46)	376	3103165
CZE	2004	Czech Republic	Life sciences (ISC 42)	949	3103165
CZE	2004	Czech Republic	Transport services (ISC 84)	426	3103165
CZE	2004	Czech Republic	Engineering, manufacturing and construction	7643	3103165
CZE	2004	Czech Republic	Environmental protection (ISC 85)	134	3103165
CZE	2004	Czech Republic	Engineering and engineering trades (ISC 52)	4930	3103165
CZE	2004	Czech Republic	Education (ISC 14)	10906	3103165
CZE	2004	Czech Republic	Architecture and building (ISC 58)	1791	3103165
CZE	2004	Czech Republic	Law (ISC 38)	2254	3103165
CZE	2004	Czech Republic	Business and administration (ISC 34)	8785	3103165
CZE	2004	Czech Republic	Social and behavioural science (ISC 31)	2172	3103165
CZE	2004	Czech Republic	Computing (ISC 48)	1292	3103165
CZE	2004	Czech Republic	Humanities and Arts	3877	3103165
CZE	2004	Czech Republic	Journalism and information (ISC 32)	131	3103165
CZE	2004	Czech Republic	Health and welfare	2891	3103165
CZE	2004	Czech Republic	Agriculture	1542	3103165
CZE	2005	Czech Republic	Engineering, manufacturing and construction	8177	3110366
CZE	2005	Czech Republic	Health and welfare	3370	3110366
CZE	2005	Czech Republic	Computing (ISC 48)	1502	3110366
CZE	2005	Czech Republic	Transport services (ISC 84)	601	3110366
CZE	2005	Czech Republic	Social and behavioural science (ISC 31)	2951	3110366
CZE	2005	Czech Republic	Mathematics and statistics (ISC 46)	364	3110366
CZE	2005	Czech Republic	Business and administration (ISC 34)	10067	3110366
CZE	2005	Czech Republic	Life sciences (ISC 42)	1023	3110366
CZE	2005	Czech Republic	Environmental protection (ISC 85)	121	3110366
CZE	2005	Czech Republic	Humanities and Arts	4402	3110366
CZE	2005	Czech Republic	Architecture and building (ISC 58)	1832	3110366
CZE	2005	Czech Republic	Education (ISC 14)	9779	3110366
CZE	2005	Czech Republic	Law (ISC 38)	2340	3110366
CZE	2005	Czech Republic	Agriculture	1839	3110366
CZE	2005	Czech Republic	Journalism and information (ISC 32)	184	3110366
CZE	2005	Czech Republic	Engineering and engineering trades (ISC 52)	5404	3110366
CZE	2006	Czech Republic	Life sciences (ISC 42)	991	3126281
CZE	2006	Czech Republic	Education (ISC 14)	10181	3126281
CZE	2006	Czech Republic	Transport services (ISC 84)	589	3126281
CZE	2006	Czech Republic	Law (ISC 38)	2450	3126281
CZE	2006	Czech Republic	Health and welfare	5686	3126281
CZE	2006	Czech Republic	Agriculture	2278	3126281
CZE	2006	Czech Republic	Computing (ISC 48)	2127	3126281
CZE	2006	Czech Republic	Humanities and Arts	4514	3126281
CZE	2006	Czech Republic	Environmental protection (ISC 85)	886	3126281
CZE	2006	Czech Republic	Engineering, manufacturing and construction	9793	3126281
CZE	2006	Czech Republic	Mathematics and statistics (ISC 46)	521	3126281
CZE	2006	Czech Republic	Architecture and building (ISC 58)	1823	3126281
CZE	2006	Czech Republic	Journalism and information (ISC 32)	645	3126281
CZE	2006	Czech Republic	Business and administration (ISC 34)	11681	3126281
CZE	2006	Czech Republic	Social and behavioural science (ISC 31)	2843	3126281
CZE	2006	Czech Republic	Engineering and engineering trades (ISC 52)	6844	3126281
CZE	2007	Czech Republic	Law (ISC 38)	2995	3156765
CZE	2007	Czech Republic	Health and welfare	6313	3156765
CZE	2007	Czech Republic	Life sciences (ISC 42)	1200	3156765
CZE	2007	Czech Republic	Mathematics and statistics (ISC 46)	535	3156765
CZE	2007	Czech Republic	Computing (ISC 48)	2520	3156765
CZE	2007	Czech Republic	Architecture and building (ISC 58)	2893	3156765
CZE	2007	Czech Republic	Business and administration (ISC 34)	13485	3156765
CZE	2007	Czech Republic	Journalism and information (ISC 32)	880	3156765
CZE	2007	Czech Republic	Agriculture	2613	3156765
CZE	2007	Czech Republic	Education (ISC 14)	11879	3156765
CZE	2007	Czech Republic	Transport services (ISC 84)	814	3156765
CZE	2007	Czech Republic	Environmental protection (ISC 85)	936	3156765
CZE	2007	Czech Republic	Engineering and engineering trades (ISC 52)	7543	3156765
CZE	2007	Czech Republic	Social and behavioural science (ISC 31)	3149	3156765
CZE	2007	Czech Republic	Humanities and Arts	5421	3156765
CZE	2007	Czech Republic	Engineering, manufacturing and construction	11864	3156765
CZE	2008	Czech Republic	Business and administration (ISC 34)	17156	3207931
CZE	2008	Czech Republic	Transport services (ISC 84)	1041	3207931
CZE	2008	Czech Republic	Health and welfare	5538	3207931
CZE	2008	Czech Republic	Mathematics and statistics (ISC 46)	677	3207931
CZE	2008	Czech Republic	Architecture and building (ISC 58)	3652	3207931
CZE	2008	Czech Republic	Law (ISC 38)	3104	3207931
CZE	2008	Czech Republic	Education (ISC 14)	13113	3207931
CZE	2008	Czech Republic	Engineering and engineering trades (ISC 52)	8230	3207931
CZE	2008	Czech Republic	Journalism and information (ISC 32)	949	3207931
CZE	2008	Czech Republic	Life sciences (ISC 42)	1913	3207931
CZE	2008	Czech Republic	Environmental protection (ISC 85)	596	3207931
CZE	2008	Czech Republic	Engineering, manufacturing and construction	13719	3207931
CZE	2008	Czech Republic	Humanities and Arts	5609	3207931
CZE	2008	Czech Republic	Computing (ISC 48)	3347	3207931
CZE	2008	Czech Republic	Agriculture	3061	3207931
CZE	2008	Czech Republic	Social and behavioural science (ISC 31)	4321	3207931
CZE	2009	Czech Republic	Law (ISC 38)	3202	3231896
CZE	2009	Czech Republic	Health and welfare	6742	3231896
CZE	2009	Czech Republic	Business and administration (ISC 34)	19861	3231896
CZE	2009	Czech Republic	Life sciences (ISC 42)	2011	3231896
CZE	2009	Czech Republic	Agriculture	3288	3231896
CZE	2009	Czech Republic	Journalism and information (ISC 32)	1452	3231896
CZE	2009	Czech Republic	Engineering and engineering trades (ISC 52)	8014	3231896
CZE	2009	Czech Republic	Education (ISC 14)	13845	3231896
CZE	2009	Czech Republic	Transport services (ISC 84)	1080	3231896
CZE	2009	Czech Republic	Engineering, manufacturing and construction	13361	3231896
CZE	2009	Czech Republic	Environmental protection (ISC 85)	677	3231896
CZE	2009	Czech Republic	Architecture and building (ISC 58)	3483	3231896
CZE	2009	Czech Republic	Computing (ISC 48)	3723	3231896
CZE	2009	Czech Republic	Social and behavioural science (ISC 31)	5827	3231896
CZE	2009	Czech Republic	Mathematics and statistics (ISC 46)	665	3231896
CZE	2009	Czech Republic	Humanities and Arts	6195	3231896
CZE	2010	Czech Republic	Law (ISC 38)	3072	3227547
CZE	2010	Czech Republic	Transport services (ISC 84)	1036	3227547
CZE	2010	Czech Republic	Business and administration (ISC 34)	21732	3227547
CZE	2010	Czech Republic	Health and welfare	6823	3227547
CZE	2010	Czech Republic	Computing (ISC 48)	3806	3227547
CZE	2010	Czech Republic	Life sciences (ISC 42)	2189	3227547
CZE	2010	Czech Republic	Agriculture	3356	3227547
CZE	2010	Czech Republic	Architecture and building (ISC 58)	3766	3227547
CZE	2010	Czech Republic	Journalism and information (ISC 32)	1670	3227547
CZE	2010	Czech Republic	Environmental protection (ISC 85)	651	3227547
CZE	2010	Czech Republic	Education (ISC 14)	15549	3227547
CZE	2010	Czech Republic	Engineering and engineering trades (ISC 52)	7318	3227547
CZE	2010	Czech Republic	Engineering, manufacturing and construction	14112	3227547
CZE	2010	Czech Republic	Mathematics and statistics (ISC 46)	756	3227547
CZE	2010	Czech Republic	Social and behavioural science (ISC 31)	6655	3227547
CZE	2010	Czech Republic	Humanities and Arts	7034	3227547
CZE	2011	Czech Republic	Architecture and building (ISC 58)	4066	3165982
CZE	2011	Czech Republic	Law (ISC 38)	2890	3165982
CZE	2011	Czech Republic	Mathematics and statistics (ISC 46)	716	3165982
CZE	2011	Czech Republic	Business and administration (ISC 34)	23029	3165982
CZE	2011	Czech Republic	Journalism and information (ISC 32)	1942	3165982
CZE	2011	Czech Republic	Health and welfare	7299	3165982
CZE	2011	Czech Republic	Engineering, manufacturing and construction	13344	3165982
CZE	2011	Czech Republic	Education (ISC 14)	15516	3165982
CZE	2011	Czech Republic	Agriculture	3590	3165982
CZE	2011	Czech Republic	Engineering and engineering trades (ISC 52)	7260	3165982
CZE	2011	Czech Republic	Transport services (ISC 84)	1314	3165982
CZE	2011	Czech Republic	Life sciences (ISC 42)	2290	3165982
CZE	2011	Czech Republic	Social and behavioural science (ISC 31)	7116	3165982
CZE	2011	Czech Republic	Humanities and Arts	7495	3165982
CZE	2011	Czech Republic	Environmental protection (ISC 85)	847	3165982
CZE	2011	Czech Republic	Computing (ISC 48)	3950	3165982
CZE	2012	Czech Republic	Social and behavioural science (ISC 31)	7646	3138998
CZE	2012	Czech Republic	Business and administration (ISC 34)	23133	3138998
CZE	2012	Czech Republic	Engineering and engineering trades (ISC 52)	6776	3138998
CZE	2012	Czech Republic	Engineering, manufacturing and construction	12756	3138998
CZE	2012	Czech Republic	Architecture and building (ISC 58)	4244	3138998
CZE	2012	Czech Republic	Journalism and information (ISC 32)	1711	3138998
CZE	2012	Czech Republic	Health and welfare	7418	3138998
