CountryCd	Year	CountryName	FieldEducation	Graduates	YoungAdults
HUN	2006	Hungary	Mathematics and statistics (ISC 46)	88	2987005
HUN	2006	Hungary	Engineering and engineering trades (ISC 52)	2326	2987005
HUN	2006	Hungary	Business and administration (ISC 34)	19979	2987005
HUN	2006	Hungary	Humanities and Arts	5184	2987005
HUN	2006	Hungary	Environmental protection (ISC 85)	929	2987005
HUN	2006	Hungary	Computing (ISC 48)	2917	2987005
HUN	2006	Hungary	Life sciences (ISC 42)	366	2987005
HUN	2006	Hungary	Journalism and information (ISC 32)	1648	2987005
HUN	2006	Hungary	Transport services (ISC 84)	51	2987005
HUN	2006	Hungary	Social and behavioural science (ISC 31)	2320	2987005
HUN	2006	Hungary	Education (ISC 14)	12932	2987005
HUN	2006	Hungary	Law (ISC 38)	3360	2987005
HUN	2006	Hungary	Health and welfare	5767	2987005
HUN	2006	Hungary	Engineering, manufacturing and construction	4131	2987005
HUN	2006	Hungary	Agriculture	1803	2987005
HUN	2006	Hungary	Architecture and building (ISC 58)	974	2987005
HUN	2007	Hungary	Computing (ISC 48)	3126	2985810
HUN	2007	Hungary	Life sciences (ISC 42)	415	2985810
HUN	2007	Hungary	Mathematics and statistics (ISC 46)	107	2985810
HUN	2007	Hungary	Health and welfare	6134	2985810
HUN	2007	Hungary	Journalism and information (ISC 32)	1491	2985810
HUN	2007	Hungary	Education (ISC 14)	11635	2985810
HUN	2007	Hungary	Engineering, manufacturing and construction	4506	2985810
HUN	2007	Hungary	Environmental protection (ISC 85)	1122	2985810
HUN	2007	Hungary	Law (ISC 38)	2995	2985810
HUN	2007	Hungary	Engineering and engineering trades (ISC 52)	2888	2985810
HUN	2007	Hungary	Social and behavioural science (ISC 31)	2279	2985810
HUN	2007	Hungary	Business and administration (ISC 34)	17604	2985810
HUN	2007	Hungary	Agriculture	1764	2985810
HUN	2007	Hungary	Transport services (ISC 84)	0	2985810
HUN	2007	Hungary	Architecture and building (ISC 58)	930	2985810
HUN	2007	Hungary	Humanities and Arts	5127	2985810
HUN	2008	Hungary	Life sciences (ISC 42)	386	2973693
HUN	2008	Hungary	Education (ISC 14)	11037	2973693
HUN	2008	Hungary	Law (ISC 38)	2922	2973693
HUN	2008	Hungary	Agriculture	1288	2973693
HUN	2008	Hungary	Mathematics and statistics (ISC 46)	76	2973693
HUN	2008	Hungary	Journalism and information (ISC 32)	1675	2973693
HUN	2008	Hungary	Environmental protection (ISC 85)	898	2973693
HUN	2008	Hungary	Health and welfare	5936	2973693
HUN	2008	Hungary	Humanities and Arts	5162	2973693
HUN	2008	Hungary	Engineering and engineering trades (ISC 52)	2635	2973693
HUN	2008	Hungary	Social and behavioural science (ISC 31)	2249	2973693
HUN	2008	Hungary	Engineering, manufacturing and construction	4466	2973693
HUN	2008	Hungary	Transport services (ISC 84)	0	2973693
HUN	2008	Hungary	Business and administration (ISC 34)	15680	2973693
HUN	2008	Hungary	Computing (ISC 48)	2633	2973693
HUN	2008	Hungary	Architecture and building (ISC 58)	1212	2973693
HUN	2009	Hungary	Life sciences (ISC 42)	727	2960785
HUN	2009	Hungary	Mathematics and statistics (ISC 46)	217	2960785
HUN	2009	Hungary	Education (ISC 14)	8916	2960785
HUN	2009	Hungary	Transport services (ISC 84)	0	2960785
HUN	2009	Hungary	Law (ISC 38)	2808	2960785
HUN	2009	Hungary	Health and welfare	5915	2960785
HUN	2009	Hungary	Agriculture	1369	2960785
HUN	2009	Hungary	Architecture and building (ISC 58)	1466	2960785
HUN	2009	Hungary	Humanities and Arts	7970	2960785
HUN	2009	Hungary	Environmental protection (ISC 85)	1345	2960785
HUN	2009	Hungary	Engineering, manufacturing and construction	5637	2960785
HUN	2009	Hungary	Journalism and information (ISC 32)	2622	2960785
HUN	2009	Hungary	Social and behavioural science (ISC 31)	4197	2960785
HUN	2009	Hungary	Business and administration (ISC 34)	14653	2960785
HUN	2009	Hungary	Computing (ISC 48)	2246	2960785
HUN	2009	Hungary	Engineering and engineering trades (ISC 52)	3520	2960785
HUN	2010	Hungary	Journalism and information (ISC 32)	2354	2946706
HUN	2010	Hungary	Health and welfare	5303	2946706
HUN	2010	Hungary	Environmental protection (ISC 85)	1605	2946706
HUN	2010	Hungary	Transport services (ISC 84)	0	2946706
HUN	2010	Hungary	Education (ISC 14)	8133	2946706
HUN	2010	Hungary	Engineering and engineering trades (ISC 52)	3894	2946706
HUN	2010	Hungary	Life sciences (ISC 42)	808	2946706
HUN	2010	Hungary	Mathematics and statistics (ISC 46)	338	2946706
HUN	2010	Hungary	Law (ISC 38)	2817	2946706
HUN	2010	Hungary	Social and behavioural science (ISC 31)	4782	2946706
HUN	2010	Hungary	Humanities and Arts	8614	2946706
HUN	2010	Hungary	Architecture and building (ISC 58)	1561	2946706
HUN	2010	Hungary	Agriculture	1666	2946706
HUN	2010	Hungary	Engineering, manufacturing and construction	6101	2946706
HUN	2010	Hungary	Business and administration (ISC 34)	14274	2946706
HUN	2010	Hungary	Computing (ISC 48)	1909	2946706
HUN	2011	Hungary	Law (ISC 38)	2899	2880036
HUN	2011	Hungary	Journalism and information (ISC 32)	2125	2880036
HUN	2011	Hungary	Life sciences (ISC 42)	902	2880036
HUN	2011	Hungary	Transport services (ISC 84)	0	2880036
HUN	2011	Hungary	Agriculture	1159	2880036
HUN	2011	Hungary	Engineering and engineering trades (ISC 52)	4481	2880036
HUN	2011	Hungary	Engineering, manufacturing and construction	6528	2880036
HUN	2011	Hungary	Education (ISC 14)	7472	2880036
HUN	2011	Hungary	Mathematics and statistics (ISC 46)	266	2880036
HUN	2011	Hungary	Health and welfare	4639	2880036
HUN	2011	Hungary	Social and behavioural science (ISC 31)	4474	2880036
HUN	2011	Hungary	Environmental protection (ISC 85)	1102	2880036
HUN	2011	Hungary	Computing (ISC 48)	1535	2880036
HUN	2011	Hungary	Business and administration (ISC 34)	12854	2880036
HUN	2011	Hungary	Humanities and Arts	8117	2880036
HUN	2011	Hungary	Architecture and building (ISC 58)	1464	2880036
HUN	2012	Hungary	Business and administration (ISC 34)	13162	2812017
HUN	2012	Hungary	Journalism and information (ISC 32)	2047	2812017
HUN	2012	Hungary	Health and welfare	4886	2812017
HUN	2012	Hungary	Mathematics and statistics (ISC 46)	277	2812017
HUN	2012	Hungary	Law (ISC 38)	2556	2812017
HUN	2012	Hungary	Transport services (ISC 84)	0	2812017
HUN	2012	Hungary	Agriculture	1262	2812017
HUN	2012	Hungary	Engineering and engineering trades (ISC 52)	5164	2812017
HUN	2012	Hungary	Life sciences (ISC 42)	839	2812017
HUN	2012	Hungary	Environmental protection (ISC 85)	1070	2812017
HUN	2012	Hungary	Architecture and building (ISC 58)	1556	2812017
HUN	2012	Hungary	Education (ISC 14)	7918	2812017
HUN	2012	Hungary	Humanities and Arts	7368	2812017
HUN	2012	Hungary	Engineering, manufacturing and construction	7275	2812017
HUN	2012	Hungary	Social and behavioural science (ISC 31)	4536	2812017
HUN	2012	Hungary	Computing (ISC 48)	1401	2812017
IRL	1998	Ireland	Business and administration (ISC 34)	4944	1106500
IRL	1998	Ireland	Health and welfare	1763	1106500
IRL	1998	Ireland	Life sciences (ISC 42)	1529	1106500
IRL	1998	Ireland	Journalism and information (ISC 32)	232	1106500
IRL	1998	Ireland	Agriculture	385	1106500
IRL	1998	Ireland	Transport services (ISC 84)	0	1106500
IRL	1998	Ireland	Law (ISC 38)	794	1106500
IRL	1998	Ireland	Engineering, manufacturing and construction	2309	1106500
IRL	1998	Ireland	Environmental protection (ISC 85)	80	1106500
IRL	1998	Ireland	Education (ISC 14)	2126	1106500
IRL	1998	Ireland	Engineering and engineering trades (ISC 52)	1223	1106500
IRL	1998	Ireland	Computing (ISC 48)	1307	1106500
IRL	1998	Ireland	Architecture and building (ISC 58)	634	1106500
IRL	1998	Ireland	Mathematics and statistics (ISC 46)	169	1106500
IRL	1998	Ireland	Humanities and Arts	5173	1106500
IRL	1998	Ireland	Social and behavioural science (ISC 31)	1174	1106500
IRL	1999	Ireland	Business and administration (ISC 34)	5237	1129000
IRL	1999	Ireland	Life sciences (ISC 42)	884	1129000
IRL	1999	Ireland	Education (ISC 14)	2235	1129000
IRL	1999	Ireland	Architecture and building (ISC 58)	604	1129000
IRL	1999	Ireland	Journalism and information (ISC 32)	328	1129000
IRL	1999	Ireland	Health and welfare	2045	1129000
IRL	1999	Ireland	Engineering and engineering trades (ISC 52)	856	1129000
IRL	1999	Ireland	Law (ISC 38)	788	1129000
IRL	1999	Ireland	Humanities and Arts	5856	1129000
IRL	1999	Ireland	Social and behavioural science (ISC 31)	1024	1129000
IRL	1999	Ireland	Agriculture	444	1129000
IRL	1999	Ireland	Mathematics and statistics (ISC 46)	337	1129000
IRL	1999	Ireland	Environmental protection (ISC 85)	73	1129000
IRL	1999	Ireland	Computing (ISC 48)	2177	1129000
IRL	1999	Ireland	Engineering, manufacturing and construction	2003	1129000
IRL	1999	Ireland	Transport services (ISC 84)	0	1129000
IRL	2000	Ireland	Architecture and building (ISC 58)	668	1159000
IRL	2000	Ireland	Life sciences (ISC 42)	1882	1159000
IRL	2000	Ireland	Law (ISC 38)	711	1159000
IRL	2000	Ireland	Health and welfare	2136	1159000
IRL	2000	Ireland	Agriculture	457	1159000
IRL	2000	Ireland	Mathematics and statistics (ISC 46)	308	1159000
IRL	2000	Ireland	Social and behavioural science (ISC 31)	1197	1159000
IRL	2000	Ireland	Journalism and information (ISC 32)	325	1159000
IRL	2000	Ireland	Business and administration (ISC 34)	6196	1159000
IRL	2000	Ireland	Engineering, manufacturing and construction	2538	1159000
IRL	2000	Ireland	Transport services (ISC 84)	0	1159000
IRL	2000	Ireland	Humanities and Arts	5535	1159000
IRL	2000	Ireland	Computing (ISC 48)	2309	1159000
IRL	2000	Ireland	Education (ISC 14)	2449	1159000
IRL	2000	Ireland	Engineering and engineering trades (ISC 52)	1288	1159000
IRL	2000	Ireland	Environmental protection (ISC 85)	21	1159000
IRL	2001	Ireland	Mathematics and statistics (ISC 46)	257	1192100
IRL	2001	Ireland	Journalism and information (ISC 32)	313	1192100
IRL	2001	Ireland	Life sciences (ISC 42)	1729	1192100
IRL	2001	Ireland	Agriculture	410	1192100
IRL	2001	Ireland	Engineering and engineering trades (ISC 52)	1356	1192100
IRL	2001	Ireland	Business and administration (ISC 34)	5991	1192100
IRL	2001	Ireland	Computing (ISC 48)	2636	1192100
IRL	2001	Ireland	Transport services (ISC 84)	0	1192100
IRL	2001	Ireland	Law (ISC 38)	739	1192100
IRL	2001	Ireland	Architecture and building (ISC 58)	563	1192100
IRL	2001	Ireland	Environmental protection (ISC 85)	53	1192100
IRL	2001	Ireland	Education (ISC 14)	2610	1192100
IRL	2001	Ireland	Humanities and Arts	4368	1192100
IRL	2001	Ireland	Social and behavioural science (ISC 31)	1475	1192100
IRL	2001	Ireland	Engineering, manufacturing and construction	2235	1192100
IRL	2001	Ireland	Health and welfare	2725	1192100
IRL	2002	Ireland	Architecture and building (ISC 58)	598	1236600
IRL	2002	Ireland	Humanities and Arts	4498	1236600
IRL	2002	Ireland	Journalism and information (ISC 32)	307	1236600
IRL	2002	Ireland	Engineering and engineering trades (ISC 52)	1469	1236600
IRL	2002	Ireland	Life sciences (ISC 42)	1772	1236600
IRL	2002	Ireland	Business and administration (ISC 34)	6485	1236600
IRL	2002	Ireland	Social and behavioural science (ISC 31)	1829	1236600
IRL	2002	Ireland	Law (ISC 38)	801	1236600
IRL	2002	Ireland	Environmental protection (ISC 85)	54	1236600
IRL	2002	Ireland	Health and welfare	3418	1236600
IRL	2002	Ireland	Mathematics and statistics (ISC 46)	260	1236600
IRL	2002	Ireland	Engineering, manufacturing and construction	2361	1236600
IRL	2002	Ireland	Agriculture	381	1236600
IRL	2002	Ireland	Education (ISC 14)	2844	1236600
IRL	2002	Ireland	Transport services (ISC 84)	0	1236600
IRL	2002	Ireland	Computing (ISC 48)	2673	1236600
IRL	2003	Ireland	Transport services (ISC 84)	0	1263900
IRL	2003	Ireland	Social and behavioural science (ISC 31)	1526	1263900
IRL	2003	Ireland	Journalism and information (ISC 32)	316	1263900
IRL	2003	Ireland	Humanities and Arts	6481	1263900
IRL	2003	Ireland	Business and administration (ISC 34)	7489	1263900
IRL	2003	Ireland	Life sciences (ISC 42)	1907	1263900
IRL	2003	Ireland	Architecture and building (ISC 58)	805	1263900
IRL	2003	Ireland	Computing (ISC 48)	3206	1263900
IRL	2003	Ireland	Engineering, manufacturing and construction	2874	1263900
IRL	2003	Ireland	Mathematics and statistics (ISC 46)	268	1263900
IRL	2003	Ireland	Engineering and engineering trades (ISC 52)	1525	1263900
IRL	2003	Ireland	Agriculture	420	1263900
IRL	2003	Ireland	Environmental protection (ISC 85)	45	1263900
IRL	2003	Ireland	Law (ISC 38)	1086	1263900
IRL	2003	Ireland	Health and welfare	4297	1263900
IRL	2003	Ireland	Education (ISC 14)	3726	1263900
IRL	2004	Ireland	Humanities and Arts	5149	1290100
IRL	2004	Ireland	Law (ISC 38)	1187	1290100
IRL	2004	Ireland	Journalism and information (ISC 32)	370	1290100
IRL	2004	Ireland	Environmental protection (ISC 85)	51	1290100
IRL	2004	Ireland	Social and behavioural science (ISC 31)	2065	1290100
IRL	2004	Ireland	Computing (ISC 48)	2603	1290100
IRL	2004	Ireland	Mathematics and statistics (ISC 46)	342	1290100
IRL	2004	Ireland	Engineering, manufacturing and construction	3240	1290100
IRL	2004	Ireland	Health and welfare	4608	1290100
IRL	2004	Ireland	Engineering and engineering trades (ISC 52)	1981	1290100
IRL	2004	Ireland	Transport services (ISC 84)	0	1290100
IRL	2004	Ireland	Life sciences (ISC 42)	1488	1290100
IRL	2004	Ireland	Business and administration (ISC 34)	9278	1290100
IRL	2004	Ireland	Education (ISC 14)	3407	1290100
IRL	2004	Ireland	Agriculture	487	1290100
IRL	2004	Ireland	Architecture and building (ISC 58)	998	1290100
IRL	2005	Ireland	Journalism and information (ISC 32)	173	1332600
IRL	2005	Ireland	Computing (ISC 48)	1697	1332600
IRL	2005	Ireland	Engineering, manufacturing and construction	3439	1332600
IRL	2005	Ireland	Law (ISC 38)	1382	1332600
IRL	2005	Ireland	Engineering and engineering trades (ISC 52)	1226	1332600
IRL	2005	Ireland	Humanities and Arts	9686	1332600
IRL	2005	Ireland	Social and behavioural science (ISC 31)	1669	1332600
IRL	2005	Ireland	Education (ISC 14)	3191	1332600
IRL	2005	Ireland	Health and welfare	5141	1332600
IRL	2005	Ireland	Business and administration (ISC 34)	7071	1332600
IRL	2005	Ireland	Agriculture	288	1332600
IRL	2005	Ireland	Life sciences (ISC 42)	904	1332600
IRL	2005	Ireland	Environmental protection (ISC 85)	58	1332600
IRL	2005	Ireland	Transport services (ISC 84)	33	1332600
IRL	2005	Ireland	Mathematics and statistics (ISC 46)	294	1332600
IRL	2005	Ireland	Architecture and building (ISC 58)	930	1332600
IRL	2006	Ireland	Business and administration (ISC 34)	0	1391000
IRL	2006	Ireland	Education (ISC 14)	3575	1391000
IRL	2006	Ireland	Humanities and Arts	8367	1391000
IRL	2006	Ireland	Engineering, manufacturing and construction	3343	1391000
IRL	2006	Ireland	Social and behavioural science (ISC 31)	0	1391000
IRL	2006	Ireland	Computing (ISC 48)	0	1391000
IRL	2006	Ireland	Architecture and building (ISC 58)	0	1391000
IRL	2006	Ireland	Journalism and information (ISC 32)	0	1391000
IRL	2006	Ireland	Life sciences (ISC 42)	0	1391000
IRL	2006	Ireland	Agriculture	300	1391000
IRL	2006	Ireland	Mathematics and statistics (ISC 46)	0	1391000
IRL	2006	Ireland	Law (ISC 38)	0	1391000
IRL	2006	Ireland	Environmental protection (ISC 85)	0	1391000
IRL	2006	Ireland	Engineering and engineering trades (ISC 52)	0	1391000
IRL	2006	Ireland	Health and welfare	5934	1391000
IRL	2006	Ireland	Transport services (ISC 84)	0	1391000
